dow,lake_name,between,degree
31057200,cavanaugh,4502,1777
21019200,brown,3489,1779
21032300,jennie,6041,1779
18021100,blue,4954,1781
16037300,christine,2110,1782
31056900,guile,8806,1783
38071800,greenstone,2285,1784
3001600,mud,2403,1785
47010600,hoff,6809,1786
38072200,clear,1732,1787
86021800,maxim,4157,1788
11000500,egg,3005,1789
1017400,thornton,2631,1790
86005600,washington,4164,1791
69032900,meander,5813,1791
73008500,byer,5300,1793
16049600,sawbill,2508,1794
18034700,lynch,2610,1795
4013800,jackson,2296,1796
18020600,papoose,1206,1797
3037400,reeves & johnson,4732,1798
3016000,dead,3211,1799
38060800,two,3287,1800
29028900,mary,1254,1801
4000100,burns,2150,1802
41002100,dead coon,5956,1803
31016000,mirror,2445,1804
18034100,crystal,3165,1805
86007200,north,2718,1806
18020700,little emily,5333,1807
69074800,kjostad,508,1808
11013600,lomish,4898,1808
69074200,ban,956,1810
85003300,unnamed,147,1811
3045300,onion,3051,1812
34019300,point,4120,1813
11046800,alice,1305,1814
56037000,jolly ann,3047,1815
29000500,tripp,2332,1816
1019400,mud,5033,1817
71015900,long,5009,1818
1019600,otter,6913,1818
69036900,takucmich,1873,1820
4029700,buzzle,3734,1820
5001200,unnamed,8729,1820
69059100,picket,1193,1823
68000400,hayes,4068,1824
73025100,melrose,3577,1825
18007600,placid,7010,1826
11026800,kerr,3223,1827
31083900,bass,4339,1828
29010800,coon,3056,1829
16023200,duncan,1430,1830
11044700,bergkeller,6056,1831
76016900,north drywood,4607,1832
62002800,sucker,4565,1833
1001900,wolf,3934,1834
18006900,portage,2151,1835
4019700,little puposky,3462,1836
21026700,unnamed,2312,1837
11028400,horseshoe,4230,1838
77018000,william,7228,1839
29018800,gilmore,1822,1840
27011900,cedar island,4422,1841
11029000,mud,4445,1841
31016200,little moose,6437,1843
29028000,rose,3847,1844
69058800,pauline,1460,1845
3036300,curfman,1776,1845
27041100,unnamed,5390,1847
11048200,may,2100,1848
18017600,little pine,4328,1849
29021300,unnamed,2919,1850
18040800,mayo,6568,1850
9000100,thomson reservoir,754,1852
61017300,anderson,3291,1853
11022000,ray,3973,1854
29016900,peysenske,4617,1854
40005600,rays,8753,1856
16044800,loon,1740,1857
29007300,owl,2418,1858
18013100,clinker,2014,1859
18009400,mud,2966,1860
4007300,funk,3396,1861
3045400,gay bow,1351,1862
69000100,pine,456,1863
31010600,ox hide,5597,1864
4023500,peterson,4236,1865
16035800,barker,4890,1866
11018500,gijik,5863,1867
4029800,little buzzle,3030,1868
31019100,south twin,2517,1869
11044600,deer,6326,1870
44002700,washington,2109,1871
18032100,mud,3151,1872
58011100,stanton,2236,1873
2001900,crossways,2964,1874
10001100,st. joe,3711,1874
18041100,nelson,6103,1874
56014400,george,3749,1877
16024700,birch,1477,1878
18004400,hanks,3766,1879
71015800,pickerel,2506,1880
18020800,allen,3241,1881
16014100,caribou,622,1882
3033900,jack haw,2081,1883
34021800,crook,6930,1884
11049000,portage,934,1885
56103900,jacobs,706,1886
29027700,coon,2835,1887
34010600,swan,8391,1888
11016400,jack,2120,1889
69004800,round,943,1890
18041000,rat,2112,1890
46006100,clayton,2658,1892
11089800,lost,2927,1892
29030300,lost,1969,1894
44011100,buresh,2041,1895
42007400,west twin,5969,1896
40003900,roemhildts,2813,1897
31022300,big diamond,3032,1897
7004300,indian,6028,1897
34035200,glesne,4777,1900
3108600,unnamed,3879,1901
38049800,ensign,524,1902
11040100,turtle,3106,1903
38072700,ella hall,2353,1904
15012800,waptus,2436,1905
38030000,maniwaki,769,1906
26004600,lower elk,5616,1907
31082900,cedar,3633,1908
69009300,gun,2238,1909
21031500,quam,4648,1910
86026600,mud,4997,1910
38043200,eighteen,6004,1912
3027300,perch,1233,1913
26015900,four mile,2436,1914
62004300,wilkinson,2669,1915
1006500,cedar,4288,1916
18022400,fool,6142,1917
11004700,mule,6065,1918
16025300,deer yard,1466,1919
38039000,bonnie,646,1920
1017100,diamond,2846,1921
56002200,horsehead,4262,1922
9004300,moose,6992,1923
4015400,larson,5158,1924
18040900,west twin,2587,1925
69008200,grassy,921,1926
82002600,mud,2072,1926
70011800,gifford,4540,1928
3018600,wettles,3677,1929
16067700,dent,835,1930
3021000,lower egg,4894,1931
36001400,dark,1051,1932
18010500,pointon,3885,1933
1001400,savanna,2189,1934
56163600,kerbs,1127,1935
46002000,south silver,3543,1935
18039200,hartley,4985,1937
19005900,blackhawk,2235,1938
82005600,german,5706,1939
56031500,brown,3775,1940
18014700,round,2558,1941
26001400,sylvan,852,1942
29028600,alice,4285,1943
86020800,swartout,4712,1944
27019600,schandell,1708,1945
86001900,gonz,2746,1946
69069000,winchester,1060,1947
31083300,bass,3413,1948
18028400,velvet,7170,1949
18031900,wise,4750,1950
73006400,kraemer,8018,1951
44001100,little elbow,3043,1952
26019400,big,3228,1953
21013000,spring,4616,1953
26001600,peterson,3246,1955
18024700,flanders,3354,1956
18011000,grave,5779,1957
18021500,buchite,1125,1958
26016000,field,3260,1958
31021000,blackberry,3950,1960
42007000,east twin,4879,1961
56098200,oscar,1180,1962
4021100,bootleg,873,1963
11063400,duffy,1169,1964
61010800,white star,1288,1964
49001900,round,4135,1966
11034500,cow,4020,1967
3013900,pike,3496,1968
47019800,peterson,6947,1969
3053100,minnetonka,907,1970
60018500,oak,541,1971
27019900,hafften,3478,1972
11023300,rush,3395,1973
16009300,mountain,1684,1974
11003000,little vermillion,8192,1974
31080300,trestle,7251,1976
15005800,heart,5530,1977
56052200,round,3208,1978
71012300,camp,2714,1979
31037600,horseshoe,3585,1980
19002000,chub,795,1981
1004900,bay,1121,1982
73000400,long,2592,1982
16034600,cascade,984,1984
21022200,aldrich,2748,1985
31078800,la croix,5171,1986
11025500,harriet,1291,1987
18021000,minnie,5228,1988
1010900,taylor,1268,1989
56025900,unnamed,506,1990
27018200,langdon,1116,1991
29028400,upper mud,1203,1992
49007500,mud,2614,1993
69011600,mitchell,3582,1994
3108500,unnamed,7875,1995
29023700,newman,1720,1996
31077100,hatch,5958,1997
82009400,colby,1705,1998
69056200,coe,4854,1999
36002400,battle,3320,2000
29019000,loon,3098,2001
51004000,bloody,5529,2002
75007400,middle pomme de terre,2659,2003
69045400,gowan,2818,2004
15011700,little bass,2359,2005
31072100,hansen,2607,2006
18041500,jail,2637,2007
21005100,henry,3720,2007
69049400,mud hen,4794,2009
29016400,sweitzer,3431,2010
3035100,island,3791,2011
31005200,bower,2780,2012
31036000,munzer,3855,2013
15009000,deep,1955,2014
31079800,east,889,2015
86019800,butler,7296,2016
3012400,dumbbell,8011,2017
29029200,beauty,813,2018
86009100,varner,2635,2019
82003500,bass,1346,2020
56099200,haldorsen,5466,2021
1001500,shumway,3011,2022
3060400,tub,3392,2023
38067000,pike,4214,2024
69016700,west twin,1702,2025
86017700,yaeger,8272,2025
3034500,unnamed,2805,2027
56097900,johnson,2589,2028
31079700,little spring,3495,2029
18039700,fawn,1937,2030
31083700,noma,7645,2031
18003300,scott,1584,2032
21028100,roland,2005,2033
10001400,hazeltine,4943,2034
69080000,mud,2544,2035
31004300,long,7670,2036
69065100,st. mary's,2037,2037
56099700,unnamed,1095,2038
38002000,east,6280,2039
38078000,browns,1502,2040
18005700,goose,3105,2041
11022500,upper loon,4065,2041
1016900,bachelor,6195,2043
47002500,little swan,2559,2044
11029700,south stocking,2136,2045
26017400,scotts,3809,2046
1003100,anderson,1200,2047
86028200,louisa,7690,2048
61010600,edwards,1525,2049
31032100,little coon,1928,2050
29006000,oak,3942,2051
86012200,light foot,4294,2052
56095200,grove,4329,2053
73005800,unnamed,3161,2054
11023700,deep portage,8733,2055
69034300,hustler,836,2056
21028900,wolley,5391,2057
1021000,brown,1471,2058
56020200,pelican bay,1420,2059
31084200,killdeer,6696,2060
4028100,bass,2172,2061
38064100,jasper,1878,2062
31031600,bass,6278,2063
69007100,high,1276,2064
3015100,camp seven,4685,2064
18004000,loon,1562,2066
18012900,island,5732,2067
21012000,charley,6305,2067
18043700,portsmouth mine,6404,2069
11017800,football,2193,2070
66001500,kelly,4228,2071
56019500,beauty shore,7938,2072
46001200,imogene,5619,2073
69034500,pocket,4840,2074
86027800,goose,5242,2075
69038300,lynx,794,2076
34004000,sperry,5379,2077
15011600,rock,1507,2078
11037300,sylvester,1824,2078
19007800,gun club,2739,2080
11021600,agate,4005,2081
6002000,long,3653,2082
10004300,lundsten,6721,2083
80005000,unnamed,906,2084
11044100,scribner,1725,2085
69008700,holy,1615,2086
69092500,shannon,4136,2087
69037900,western,5654,2087
27008900,shady oak,729,2089
29009600,shinker,2259,2089
31063600,wolf,5292,2091
18024000,fawn,4033,2092
82003100,terrapin,5064,2093
18036500,island,2043,2094
62004000,willow,2098,2095
29019500,deep,2752,2096
66004400,lower sakatah,3741,2097
4017800,strand,2258,2098
69018200,hook,1843,2099
16038200,lichen,2132,2100
4017500,george,2997,2101
18001400,bulldog,4542,2102
82010900,eagle point,5375,2103
29003300,little bass,1302,2104
15000800,twin,3718,2105
4022900,erick,8822,2106
3039200,oak,2303,2107
11028800,wawa,4215,2107
56088200,devils,2969,2109
38068700,shamrock,2650,2110
56099800,unnamed,2898,2111
4004800,windigo,3976,2112
75000200,cyrus,2389,2113
69079600,leander,2998,2114
61014900,signalness,775,2115
32003300,pearl,4559,2115
31022100,dunning,3452,2117
38052800,four,1282,2118
56033600,moenkedick,964,2119
56083400,horseshoe,4167,2120
34006000,jesse,2636,2121
31122900,unnamed,3075,2122
76003400,frank,5106,2123
29017000,ida,3173,2124
15002000,sucker,4924,2125
69034800,finger,1409,2126
31032000,wilson,1890,2126
3031400,fish,5946,2126
21037400,albert,8209,2129
34002700,summit,6722,2130
61018400,erickson,7482,2131
86024300,grass,3116,2132
3105900,unnamed,7060,2133
69007500,hegman,2786,2134
29025100,mud,3684,2135
31004800,libby,2858,2136
29023300,hubbard,3700,2136
11018200,kego,4034,2138
31021400,clearwater,4556,2139
56006700,twin,2856,2140
1012800,lingroth,4470,2141
18028100,tamarack,2567,2142
8000400,linden,1244,2143
49008600,long,8295,2144
31012000,big mccarthy,4885,2145
60002900,perch,5319,2145
31058500,mcavity,6022,2147
31002900,mary,2094,2148
21031000,torgerson,4022,2149
15013900,first,1922,2150
3024400,long,3120,2150
8001000,omsrud,5550,2152
31046300,fox,6896,2153
29050400,fish hook river dam,5025,2154
73000600,crooked,5588,2155
11042200,long,1604,2156
44003600,greer,2232,2157
18002100,miller,3020,2158
11030200,little portage,4853,2159
3052500,south barnes,4641,2160
3031900,blackberry,6160,2161
69013100,alden,4195,2162
1006300,bass,3805,2163
31065600,big dick,7256,2164
56036400,jim,7458,2165
69091400,mccormack,4482,2166
86010800,goose,5360,2167
31060000,hill,1022,2168
31076400,jingo,1639,2169
36001100,clear,2641,2170
11034900,clam,4166,2171
26012100,huset,2708,2172
11028500,rat,2729,2173
11047500,gadbolt,7367,2174
14001800,eleven,3225,2175
82013800,horseshoe,1136,2176
11002700,skunk,3284,2177
77017000,mccarrahan,5058,2178
61012700,unnamed,7301,2179
14002100,ten,3644,2180
21009500,north union,6400,2181
18020200,eastham,2547,2182
56007400,unnamed,4029,2183
27013400,mooney,2622,2184
69084000,six mile,1995,2185
1019500,bass,3184,2185
2002800,boot,2632,2187
86020300,unnamed,5046,2188
47007600,darwin,8242,2189
11062400,beauty,1172,2190
11043700,fish,3174,2191
21027400,eng,6827,2192
31024700,lower balsam,5095,2193
73017100,mud,3117,2194
82010300,olson,1779,2195
11007500,oxbow,4669,2196
29025700,many arm,1290,2197
11036300,johnson,2434,2197
32005800,timber,3524,2199
31074900,chase,8372,2200
21011100,cook,4846,2201
18025900,bonnie,5563,2202
44011000,hart,1739,2203
86016400,rice,5752,2204
69080200,hoodoo,1603,2205
2004100,unnamed,1640,2206
40001300,diamond,5126,2207
31039500,bluewater,2040,2208
3056200,trotochaud,3770,2209
56018000,siverson,4071,2210
21019700,round,3427,2211
34011200,woodcock,7361,2212
3029800,werk,3145,2213
21031800,unnamed,1521,2214
15007000,glanders,2020,2215
69009200,gull,2851,2216
78002400,mud,251,2217
46002500,sisseton,1620,2218
69073100,auto,2743,2218
77014900,long,6965,2220
21025900,long,3209,2221
82008000,keewahtin,2931,2222
71014200,rice,5266,2223
3033500,googun,5395,2224
81006700,lily,1888,2225
73004200,island,6456,2225
31069600,horseshoe,5819,2227
1020100,holy water,5834,2228
71002200,west hunter,7381,2229
31011500,bass,2552,2230
1004200,glacier,4042,2230
18000800,twenty two,6788,2232
56029300,crane,6461,2233
77011500,felix,3898,2234
11045700,chub,2904,2235
73000300,maria,4009,2236
69018000,little rice,3248,2237
3035800,fox,5382,2237
11003800,michaud,2580,2239
1016700,pine island,1506,2240
10002900,miller,3957,2241
38048800,disappointment,4835,2242
11033000,green bass,1930,2243
29001800,little ham,952,2244
38081600,moosecamp,2979,2245
69058000,pike river flowage,482,2246
29025800,unnamed,3733,2247
80002800,finn,5418,2248
3007000,linbom,5123,2249
69088800,bay,4753,2250
21009300,alvin,2548,2251
31071600,little rice,4047,2252
53004500,bella,3310,2253
15001800,mallard,2586,2254
15001700,robinson,5630,2254
18004700,turtle,3909,2256
84002300,breckenridge,686,2257
27000400,penn,1778,2257
62001200,round,575,2259
86009700,carrigan,2796,2259
69029700,west crab,4549,2261
56020400,pickerel,3442,2262
44004600,gull,4504,2263
31005400,twenty four,4765,2263
86001700,uhl,1418,2265
31028100,wasson,5999,2265
2004800,south coon,1784,2267
69076000,little johnson,486,2268
56013400,unnamed,2695,2268
18009500,chrysler,5547,2268
29020200,sawyer,1026,2271
18019000,indian jack,3936,2272
56114900,berger,8633,2273
11041400,gould,3997,2274
38055200,dragon,3545,2275
38025600,divide,4208,2276
11002200,spring,5173,2277
26014900,round,7624,2277
77035800,lily,4949,2279
11024600,sylvan,4064,2280
2006300,anderson,1004,2281
31057900,loon,805,2282
29015500,sheridan,5786,2283
29019700,pine,1465,2284
31071300,bustic,1182,2285
31060900,fawn,6126,2286
31078900,spring,2358,2287
16008600,west pike,1689,2288
44006700,big,2690,2289
11019500,camp,2252,2290
69093800,moran,1020,2291
31076800,big rose,1544,2291
61016400,jorgenson,2908,2293
82015100,south school section,5335,2294
4015100,alice,4401,2295
15007700,klepp slough,7265,2296
31083400,bird's eye,6933,2297
61021100,irgens,2549,2298
16058200,larch,7394,2299
66006100,cody,6970,2300
18025400,little bass,2623,2301
11035400,crooked,1135,2302
2006700,minard,6562,2303
44004200,wolf,2311,2304
56002300,cora,5998,2305
11001600,white oak,6334,2306
18025200,young,4025,2307
19005700,fish,513,2308
38056800,flat horn,1673,2309
82002300,lily,3556,2310
11012400,wax,3185,2311
3039000,wheeler,1429,2312
21004600,lovera,7395,2313
3057700,dahlberg,3370,2314
31043200,lost moose,3996,2315
21026200,unnamed,1156,2316
2006000,mud,5532,2317
86017200,unnamed,5823,2318
56152500,twin,8900,2319
56021500,mud (mcgowan),4705,2320
46003400,amber,7532,2321
31091000,shallow pond,3902,2322
61021500,unnamed,1519,2323
11015500,blind,6629,2323
61012300,john,2572,2325
69010000,boot,2213,2326
32001700,independence,4757,2326
69014400,otto,5016,2326
70005200,cynthia,4146,2329
18014300,unnamed,1978,2330
4024400,boston,2257,2330
18002300,jack pine,4063,2332
11026900,lost,1296,2333
11046500,fourth,3477,2334
3029200,balsam,5032,2335
11002300,long,4142,2336
69004600,stone,5520,2337
18017300,bass,1686,2338
62003400,goose,3088,2338
61002400,mccloud,4045,2340
69020600,sterling,4588,2341
31036100,hale,4920,2341
69009000,sinneeg,4975,2343
31029000,napoleon,4658,2344
62006800,rush,1247,2345
17005400,bean,4582,2345
16009800,binagami,1128,2347
38066800,deep,2177,2347
29007400,indian,1046,2349
40000900,sunfish,6509,2350
11001100,ahsebun,6805,2351
34007800,bass,3549,2352
55000500,shady,621,2353
31015200,wolf,7167,2354
29019900,birch,1479,2355
11042400,moose,2171,2356
3024900,pearce,5879,2356
3048900,loon,8173,2358
3018800,little mud,6099,2359
69008900,bear trap,3231,2360
56028900,lundeberg,4206,2361
38005700,hogback,1676,2362
38055300,hide,2438,2362
18004900,wilson,1731,2364
26003000,turtle,2967,2365
16063200,gull,7101,2366
21010100,stony,5933,2367
21023000,long,6797,2367
11018900,tamarack,7856,2367
81001500,loon,2750,2370
1011600,four,2826,2370
61020300,osterberg,4589,2370
58006800,eleven,1347,2373
61020400,wicklund,8126,2374
3063500,gourd,3643,2375
16018600,west twin,1664,2376
56083900,unnamed,2582,2377
82014700,egg,3700,2378
16064600,finger,3323,2379
71009600,thompson,7337,2380
56034500,wolf,7539,2381
18016000,mud,4298,2382
31086200,biauswah,2811,2383
69091100,island,6499,2383
31058700,orange,4424,2385
21033800,davidson,5083,2386
29004900,lester,6328,2387
15008600,johnson,2816,2388
69085700,longyear,7774,2389
62023700,unnamed,1962,2390
11032800,long,2541,2391
17002000,eagle,3151,2391
31075100,little deer,7182,2393
56035300,gray,4761,2394
27017100,sylvan,3177,2395
19007100,jensen,834,2396
31055100,dinner pail,1256,2397
41008200,steep bank,1155,2398
31020700,bass,2026,2398
69053800,berg,5924,2400
69007800,mudro,1769,2401
1007100,davis,6932,2402
73010400,island,2476,2403
56033000,grunard,2090,2404
69087000,shoepack,473,2405
31059400,cottonwood,6058,2406
56015100,toms,3013,2407
18008000,arbor,6138,2407
44001000,sawmill,6012,2409
69002700,stone,3318,2410
69061100,lost,5771,2411
69034000,nina moose,1909,2412
69049300,long,3454,2413
60009300,hilligas,4945,2414
21034800,solberg,8054,2415
38024500,balsam,3787,2416
15006900,cox,7081,2417
62002700,gilfillan,3144,2418
69023100,jacobs,1428,2419
29021100,unnamed,913,2420
69031900,bezhik,2795,2420
38067100,two deer,1946,2422
34018600,swan,6936,2422
18004500,maple,1633,2424
27003700,wirth,623,2425
31062200,dead horse,5810,2426
34019600,skataas,7028,2427
73014000,mud,2481,2428
51002100,first fulda,1513,2429
21022600,moon,7075,2430
3004400,dinner,2157,2431
34011500,east twin,8325,2432
19007900,pickerel,2509,2433
16033700,mayhew,3239,2433
16080700,knight,760,2435
56048400,mud,4384,2436
6011600,lysing,1413,2437
61009500,steenerson,2999,2438
70002900,st. catherine,5278,2438
18017400,snodgrass,5342,2438
44016900,little vanose,6418,2441
18001900,kenney,1585,2442
16040500,star,1777,2443
38064300,witness,704,2444
77018800,west union,7822,2445
44020800,sandy,5211,2446
11022900,horseshoe,5427,2446
1018200,pickerel,1997,2448
44011300,sawmill,3264,2449
56023700,belmont,5570,2450
44004900,sugar bowl,3099,2451
56053400,ida,7751,2452
21019000,elizabeth,1511,2453
26020800,ohlsrud,3031,2454
38074200,mud,3521,2455
56000800,long,5725,2456
75016400,silver,3873,2457
18011100,loon,4069,2458
31027200,buckman,9042,2458
11018100,maple,4046,2460
69011100,smith,2876,2461
11006700,coffin,3437,2461
3122900,unnamed,6003,2463
18031800,tamarack,6114,2464
3035400,white,5315,2465
86002000,wilhelm,3522,2466
11038900,hanson,2758,2467
1021100,coon,2956,2468
16011900,crocodile,1906,2469
3004900,morrison,3725,2470
61019900,mciver,4267,2471
31086100,mosomo,1472,2472
73002000,laura,3908,2473
38000300,lost,2721,2474
61020500,shopper,3014,2475
62007000,round,3919,2476
69006500,minister,2705,2477
69018600,coxey pond,1383,2478
16008900,northern light,1487,2479
75003700,moore,2024,2480
38042000,osier,7888,2480
38005100,little wilson,3405,2482
18011500,portage,6842,2482
21034700,hubrid,2209,2484
56104600,unnamed,2399,2484
38003800,lupus,1207,2486
73012200,ochotto,1568,2487
6002900,long tom,4475,2488
51001800,buffalo,3560,2489
11044500,cut,6145,2490
31053100,mountain ash,1600,2491
60022100,unnamed,3604,2491
31063400,irma,5789,2493
69017400,east twin,7058,2494
86004300,unnamed,3162,2495
56084700,unnamed,4161,2496
26014700,island,3519,2497
11016600,shurd,4779,2498
4029900,funkley,3040,2499
1010700,red,2084,2500
27016200,classen,2393,2501
73009800,pitts,3611,2502
82012200,pine tree,4505,2503
18005800,dogfish,2817,2504
16004200,east pike,1029,2505
1015500,camp,1546,2506
31075000,mud,3980,2507
18008700,casey,4108,2508
46010300,temperance,4550,2509
70007600,pike,869,2510
69054600,schubert,4007,2511
11031600,upper sucker,1601,2512
29018700,dead horse,4571,2512
3064500,west labelle,2202,2514
15012300,hoot owl,7604,2515
34028700,mamre,4026,2516
46004400,buffalo,4729,2517
31055500,south sugar,8361,2518
1016000,three,2680,2519
34028300,saint johns,6350,2520
69015900,muckwa,2755,2521
16025000,mark,903,2522
31068700,johnson,3814,2523
60024700,unnamed,1825,2524
56049900,moore,637,2525
69058200,wolf,2261,2526
31065000,smith,2165,2527
16020400,aspen,2774,2528
82004400,west boot,4862,2529
56038400,pine,4691,2530
56032100,tee,6129,2531
11048900,little moss,1820,2532
56024100,annie battle,2555,2533
69012000,everett,4587,2534
69045200,bootleg,1517,2535
18011400,pascoe,3950,2536
3031800,eagen,6656,2537
21035500,ina,3216,2538
21030900,unnamed,3552,2538
34034500,blaamyhre,2148,2540
69010400,sunday,3669,2541
11034300,boot,2299,2542
11016900,heffron,680,2543
38072800,hula,4577,2544
34014100,woodcock,5222,2545
31092300,rabbits,9103,2546
3046500,johnson,6527,2547
61017100,mitmoen,5193,2548
31025800,king,4773,2549
31080900,crooked,4281,2550
2007500,moore,1755,2551
3038900,kennedy,1316,2552
73021900,lovell,3804,2553
56066300,loon,2425,2554
38078800,muskeg,3233,2555
26021300,east niemaki,5686,2555
73008300,great northern,1148,2557
29014700,petit,5821,2557
11006100,little thunder,4640,2559
4003900,silver,2550,2560
69074300,unnamed,1898,2561
3042000,sands,5888,2562
69091000,shoe pack,2865,2563
56042800,long,7662,2564
38072500,indiana,5104,2565
11020900,hardy,5052,2566
77007600,fawn,8733,2567
77016300,juergens,3201,2568
82001700,carol,4932,2569
16003900,stump,1027,2570
3022500,gable,2569,2570
61008600,rasmuson,7335,2572
26003900,olson,3829,2573
31058800,little horn,1792,2574
56076800,fish,1177,2575
61020100,christopherson,1760,2576
44011500,perch,4620,2577
16023000,rose,1877,2578
38022000,perent,366,2579
29004100,kramer,529,2580
31042900,cutaway,3221,2581
64005800,redwood,6939,2582
76003200,west sunberg,4733,2583
69020300,rush,4520,2584
21055100,nelson,4492,2585
21020400,grill,3784,2586
1007800,brown,3866,2587
53001600,kinbrae,6218,2588
69059000,maude,1094,2589
11005000,andrus,3656,2590
31056000,forsythe,1497,2591
34014800,bear,8515,2592
29030100,beauty,2119,2593
11038500,mud,1072,2594
56050200,west spirit,1414,2595
69009500,home,2990,2596
18016700,twin,2396,2597
11039700,bluebill,1636,2598
38081200,range,4841,2599
69005800,perch,1539,2600
18019100,bass,7113,2600
38074100,pickerel,5599,2602
38053000,sucker,5806,2603
4029500,long,2350,2604
69031700,jonathan,4515,2605
69090600,day,3335,2606
38072600,good,3447,2606
61015600,wallin,3811,2608
56162700,hoffman,4474,2609
21015700,echo,4826,2610
3059600,unnamed,2725,2611
29016800,mud,1239,2612
4006200,bass,2694,2613
69128500,unnamed,1815,2614
11013100,little swift,4441,2615
56091000,knobel,6511,2616
4013600,hagali,1697,2617
56061100,alkali,3695,2618
31071000,connors,3846,2619
21023100,nelson,5559,2620
69015200,iron,3313,2621
69054800,little mud hen,5014,2622
18022300,goggle,3167,2623
34019500,king,4106,2624
69059300,gustafson,910,2625
18008200,rushmeyer,3603,2626
31090800,upper pigeon,5203,2627
77011100,hansman,7366,2628
56006300,mud,1846,2629
69046900,heritage,2923,2629
13000100,blooms,5493,2631
44015200,ketchum,3742,2632
18034900,unnamed,1130,2633
21019300,esala,3280,2634
31084000,helen,4497,2635
27009300,glen,4460,2636
73008800,bolfing,6298,2636
61020700,rosby,2646,2638
4028200,mina,2772,2638
4003300,benjamin,1297,2640
62004700,crosby,1320,2641
44012200,wakefield,3473,2642
31039400,little trout,6119,2643
31037200,ice,2243,2644
73001100,warner,4569,2645
56079500,unnamed,3390,2646
86029700,scott,5334,2646
34031600,henjum,6751,2648
69007200,erickson,4570,2649
61017000,larson,5942,2650
56093400,harrison (helgeson),6614,2650
16032800,iron,7384,2650
38076600,lobo,1913,2653
34061100,unnamed,6143,2653
11027200,ixl,4353,2655
38044800,helen,1945,2656
61003000,burroughs,1917,2657
29003500,unnamed,1704,2658
31076700,little rose,2279,2658
3109300,unnamed,3052,2660
29005400,spring,3889,2661
3017300,rice,5244,2662
75028700,unnamed,4665,2663
27014400,galpin,400,2664
56006800,stony,1768,2664
18020900,pug hole,3586,2666
56095400,faunce,1797,2667
29001600,hay,1723,2668
38055400,gander,4711,2669
44012100,snetsinger,4420,2670
17002200,cottonwood,1422,2671
31035000,anderson,4086,2672
69029800,saca,2113,2673
3037700,mill,3547,2674
31013700,kennedy,5607,2675
31048000,gunn,1743,2676
38056100,mitawan,4666,2676
73016700,little rice,5670,2678
11001300,north fork,3555,2679
2011000,itasca,1902,2680
21006100,laura,4522,2681
60026200,crystal,1575,2682
38059600,quadga,7899,2683
56070100,big stone,4719,2684
31055200,maple,1454,2685
31072700,grass,6942,2686
38067500,west chub,2212,2687
61021200,belgum,4073,2687
4008000,unnamed,6088,2689
38080900,chippewa,4810,2690
82007400,horseshoe,1482,2691
16060600,round,7879,2691
56055800,formoe,1834,2693
16036800,mistletoe,967,2694
31054400,cameron,2542,2695
31026500,bluebill,5512,2695
19045100,sunset pond,368,2697
31014700,bray,3054,2697
56061500,hansel,4178,2699
69045900,crellin,2450,2700
38039600,isabella,687,2701
69058300,merritt,2298,2702
26011400,shauer,4634,2703
3065300,rustad,5398,2703
1003600,wakefield,8565,2703
18005500,unnamed,4036,2706
27006600,lemans,576,2707
15005400,sandy,3819,2708
69010200,sinneeg,3138,2709
31040600,island,3726,2709
4006400,gull,4836,2711
21006700,friet,2972,2712
61011800,lair,7755,2712
11031500,grass,4963,2714
18019800,mud,5703,2715
11018300,boxell,6442,2715
26012000,horseshoe,2496,2717
3036000,muskrat,1920,2718
38020700,ester,3540,2718
21026500,stockhousen,5849,2720
31012100,moose,2894,2721
69075400,franklin,4645,2721
3002800,fools,3769,2723
69063100,kauppi,2239,2724
56164100,rusch,3563,2725
31022000,little o'reilly,4109,2726
2008500,ward,2080,2727
69063800,east stone,5704,2727
18036200,grass,3874,2729
38039700,insula,94,2730
3058600,fig,4532,2730
16080600,frear,6654,2730
56024700,fischer,4649,2733
3012100,brenum,7486,2734
38069900,bogberry,2613,2735
4018400,gibibwisher,2167,2736
69024100,thompson,1944,2737
26018200,jones,4562,2738
42003700,marshall,3350,2739
18023200,pickerel,2251,2740
86010300,ida,3685,2741
31042200,ruby,6841,2742
56042300,german,3938,2743
10008200,swan,6951,2743
56032400,unnamed,7784,2745
15012100,evey,3737,2746
16079300,red rock,5667,2747
31054200,three island,7990,2748
29045700,unnamed,3503,2749
86018100,little rock,4951,2749
49012900,perch,2533,2751
31073800,spring,2791,2752
9002500,torch light,6722,2753
18018200,deer,3391,2754
49001000,unnamed,8822,2754
1002700,sheriff,5092,2756
27007100,round,3224,2757
61017600,unnamed,3080,2758
9005300,miller,3941,2759
44022500,unnamed,992,2760
73017300,school,1659,2761
69053200,pioneer,6163,2761
3055000,seabold,5893,2763
69029500,lunetta,2924,2764
60020700,bradley,4205,2764
11006800,kidney,3801,2766
86017100,ember,5137,2766
1013400,sitas,1880,2768
31086900,dry creek,2652,2769
38063000,flash,7002,2770
56010000,sixteen,4077,2771
73009700,kreigle,4193,2772
69128300,unnamed,1391,2773
11025400,bass,7990,2774
3061900,talac,4580,2775
26003200,spring,2892,2776
86013100,berthiaume,6746,2777
21010500,lottie,3807,2778
73010000,kalla,3982,2778
86021900,mud,3753,2780
60017100,keller,6484,2780
86012700,albert,6955,2782
15011400,kibbee,2934,2783
69006400,dry,1757,2784
69072600,manganika,3048,2785
